"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"tlr2";"1";"tlr2";"toll-like receptor 2 [Source:ZFIN;Acc:ZDB-GENE-040219-6]";"8984068";"8988504";"1";"protein_coding";"ENSDARG00000037758"
"prkcba";"1";"prkcba";"protein kinase C, beta a [Source:ZFIN;Acc:ZDB-GENE-040426-1354]";"9004719";"9064912";"1";"protein_coding";"ENSDARG00000008723"
"BX004779.2";"1";"NULL";"NULL";"9071324";"9074479";"1";"protein_coding";"ENSDARG00000110570"
"cacng3a";"1";"CH211-14K19.5";"calcium channel, voltage-dependent, gamma subunit 3a [Source:ZFIN;Acc:ZDB-GENE-090312-124]";"9082417";"9091935";"1";"protein_coding";"ENSDARG00000058460"
"si:ch211-14k19.8";"1";"CH211-14K19.8";"si:ch211-14k19.8 [Source:ZFIN;Acc:ZDB-GENE-051214-4]";"9100447";"9114936";"-1";"protein_coding";"ENSDARG00000088975"
"vap";"1";"CH211-14K19.7";"vascular associated protein [Source:ZFIN;Acc:ZDB-GENE-090313-42]";"9105039";"9109699";"-1";"protein_coding";"ENSDARG00000100949"
"vap";"1";"CH211-14K19.6";"vascular associated protein [Source:ZFIN;Acc:ZDB-GENE-090313-42]";"9113630";"9115034";"-1";"protein_coding";"ENSDARG00000093053"
"ndufab1a";"1";"CH211-14K19.3";"NADH:ubiquinone oxidoreductase subunit AB1a [Source:ZFIN;Acc:ZDB-GENE-040801-1]";"9118100";"9123465";"-1";"protein_coding";"ENSDARG00000058463"
"palb2";"1";"palb2";"partner and localizer of BRCA2 [Source:ZFIN;Acc:ZDB-GENE-090313-43]";"9125023";"9134045";"-1";"protein_coding";"ENSDARG00000076716"
"rasd3";"1";"CH211-14K19.4";"RASD family member 3 [Source:ZFIN;Acc:ZDB-GENE-060818-9]";"9144958";"9145896";"1";"protein_coding";"ENSDARG00000058464"
"plk1";"1";"plk1";"polo-like kinase 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-021115-7]";"9153141";"9161843";"1";"protein_coding";"ENSDARG00000058471"
"ern2";"1";"CH211-14K19.11";"endoplasmic reticulum to nucleus signaling 2 [Source:ZFIN;Acc:ZDB-GENE-090312-15]";"9169807";"9195760";"-1";"protein_coding";"ENSDARG00000058475"
"chtf18";"1";"chtf18";"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050522-508]";"9199031";"9227204";"1";"protein_coding";"ENSDARG00000058480"
"gng13a";"1";"gng13a";"guanine nucleotide binding protein (G protein), gamma 13a [Source:ZFIN;Acc:ZDB-GENE-081022-188]";"9227081";"9228007";"-1";"protein_coding";"ENSDARG00000024740"
"si:dkeyp-57d7.4";"1";"DKEYP-57D7.4";"si:dkeyp-57d7.4 [Source:ZFIN;Acc:ZDB-GENE-141216-425]";"9230244";"9231952";"-1";"protein_coding";"ENSDARG00000101597"
"zgc:136472";"1";"DKEYP-57D7.1";"zgc:136472 [Source:ZFIN;Acc:ZDB-GENE-060421-2552]";"9234928";"9249943";"-1";"protein_coding";"ENSDARG00000058445"
"ubn1";"1";"CH211-57E21.2";"ubinuclein 1 [Source:ZFIN;Acc:ZDB-GENE-070928-28]";"9258931";"9278037";"-1";"protein_coding";"ENSDARG00000063169"
"uncx4.1";"1";"uncx4.1";"Unc4.1 homeobox (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-050714-1]";"9290103";"9294115";"1";"protein_coding";"ENSDARG00000037760"
"micall2b";"1";"micall2b";"mical-like 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5803]";"9459760";"9486214";"-1";"protein_coding";"ENSDARG00000017834"
"si:ch73-12o23.1";"1";"CH73-12O23.1";"si:ch73-12o23.1 [Source:ZFIN;Acc:ZDB-GENE-130530-749]";"9499645";"9527200";"-1";"protein_coding";"ENSDARG00000074282"
"elfn1b";"1";"elfn1";"extracellular leucine-rich repeat and fibronectin type III domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080327-21]";"9557212";"9712302";"1";"protein_coding";"ENSDARG00000074372"
"ugt5b5";"1";"ugt5b5";"UDP glucuronosyltransferase 5 family, polypeptide B5 [Source:ZFIN;Acc:ZDB-GENE-160628-4]";"9626277";"9629724";"-1";"protein_coding";"ENSDARG00000104203"
"ugt5b2";"1";"ugt5b2";"UDP glucuronosyltransferase 5 family, polypeptide B2 [Source:ZFIN;Acc:ZDB-GENE-100406-4]";"9629161";"9652547";"-1";"protein_coding";"ENSDARG00000101495"
"ugt5b4";"1";"ugt5b4";"UDP glucuronosyltransferase 5 family, polypeptide B4 [Source:ZFIN;Acc:ZDB-GENE-070112-2332]";"9630996";"9652696";"-1";"protein_coding";"ENSDARG00000091916"
"ugt5b3";"1";"ugt5b3";"UDP glucuronosyltransferase 5 family, polypeptide B3 [Source:ZFIN;Acc:ZDB-GENE-100406-5]";"9635978";"9652725";"-1";"protein_coding";"ENSDARG00000099276"
"ugt5b1";"1";"ugt5b1";"UDP glucuronosyltransferase 5 family, polypeptide B1 [Source:ZFIN;Acc:ZDB-GENE-100406-3]";"9645275";"9652725";"-1";"protein_coding";"ENSDARG00000104995"
"mad1l1";"1";"mad1l1";"mitotic arrest deficient 1 like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1081]";"9739370";"9858508";"-1";"protein_coding";"ENSDARG00000033852"
"pmm2";"1";"pmm2";"phosphomannomutase 2 [Source:ZFIN;Acc:ZDB-GENE-030722-6]";"9860381";"9866856";"1";"protein_coding";"ENSDARG00000037654"
"zgc:56409";"1";"CH211-54F10.2";"zgc:56409 [Source:ZFIN;Acc:ZDB-GENE-040426-1019]";"9873295";"9885326";"-1";"protein_coding";"ENSDARG00000037652"
"rgs11";"1";"rgs11";"regulator of G protein signaling 11 [Source:ZFIN;Acc:ZDB-GENE-080220-46]";"9886991";"9914630";"1";"protein_coding";"ENSDARG00000037646"
"tmem8a";"1";"DKEYP-75B4.6";"transmembrane protein 8A [Source:ZFIN;Acc:ZDB-GENE-090312-158]";"9919909";"9940494";"-1";"protein_coding";"ENSDARG00000032795"
"pdia2";"1";"pdia2";"protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]";"9954489";"9966195";"1";"protein_coding";"ENSDARG00000018263"
"si:dkeyp-75b4.8";"1";"DKEYP-75B4.8";"si:dkeyp-75b4.8 [Source:ZFIN;Acc:ZDB-GENE-090313-395]";"9966384";"9982114";"1";"protein_coding";"ENSDARG00000077542"
"si:dkeyp-75b4.7";"1";"DKEYP-75B4.7";"si:dkeyp-75b4.7 [Source:ZFIN;Acc:ZDB-GENE-090312-58]";"9972565";"9980810";"-1";"protein_coding";"ENSDARG00000070490"
"si:dkeyp-75b4.9";"1";"DKEYP-75B4.9";"si:dkeyp-75b4.9 [Source:ZFIN;Acc:ZDB-GENE-090313-396]";"9986675";"9988840";"-1";"protein_coding";"ENSDARG00000015678"
"si:dkeyp-75b4.10";"1";"DKEYP-75B4.10";"si:dkeyp-75b4.10 [Source:ZFIN;Acc:ZDB-GENE-090313-394]";"9994811";"10000376";"1";"protein_coding";"ENSDARG00000079043"
"trim2b";"1";"DKEYP-75B4.11";"tripartite motif containing 2b [Source:ZFIN;Acc:ZDB-GENE-090312-70]";"10003193";"10033113";"1";"protein_coding";"ENSDARG00000076174"
"rnf175";"1";"DKEYP-75B4.3";"ring finger protein 175 [Source:ZFIN;Acc:ZDB-GENE-040426-1104]";"10037444";"10048514";"-1";"protein_coding";"ENSDARG00000037647"
"fgb";"1";"fgb";"fibrinogen beta chain [Source:ZFIN;Acc:ZDB-GENE-030131-9261]";"10051763";"10059496";"1";"protein_coding";"ENSDARG00000008969"
"fga";"1";"fga";"fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21]";"10063501";"10071539";"-1";"protein_coding";"ENSDARG00000020741"
"si:ch73-132f6.5";"1";"CH73-132F6.5";"si:ch73-132f6.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9581]";"10074343";"10114016";"1";"protein_coding";"ENSDARG00000104660"
"lratb.1";"1";"lratb";"lecithin retinol acyltransferase b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060810-31]";"10110203";"10119029";"1";"protein_coding";"ENSDARG00000096594"
"lratb.2";"1";"CH73-132F6.3";"lecithin retinol acyltransferase b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081022-106]";"10118455";"10124192";"1";"protein_coding";"ENSDARG00000077652"
"rbm46";"1";"CH73-132F6.1";"RNA binding motif protein 46 [Source:ZFIN;Acc:ZDB-GENE-061013-298]";"10127163";"10137776";"1";"protein_coding";"ENSDARG00000079452"
"npy2rl";"1";"DKEY-58J19.3";"neuropeptide Y receptor Y2, like [Source:ZFIN;Acc:ZDB-GENE-111115-4]";"10221568";"10235337";"1";"protein_coding";"ENSDARG00000089943"
"eif3f";"1";"DKEY-58J19.2";"eukaryotic translation initiation factor 3, subunit F [Source:ZFIN;Acc:ZDB-GENE-100215-2]";"10297027";"10304044";"1";"protein_coding";"ENSDARG00000077533"
"zgc:77880";"1";"DKEY-58J19.1";"zgc:77880 [Source:ZFIN;Acc:ZDB-GENE-040426-1901]";"10305611";"10315206";"1";"protein_coding";"ENSDARG00000030563"
"pip4p1b";"1";"CH211-243G6.4";"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1b [Source:ZFIN;Acc:ZDB-GENE-121214-195]";"10318077";"10325025";"1";"protein_coding";"ENSDARG00000026387"
"FRMD7";"1";"CH211-243G6.3";"FERM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:8079]";"10336681";"10347307";"-1";"protein_coding";"ENSDARG00000070495"
"dachb";"1";"dachb";"dachshund b [Source:ZFIN;Acc:ZDB-GENE-020402-4]";"10378706";"10496809";"1";"protein_coding";"ENSDARG00000034785"
"cnpy3";"1";"tnrc5";"canopy FGF signaling regulator 3 [Source:ZFIN;Acc:ZDB-GENE-050411-12]";"10462692";"10473630";"-1";"protein_coding";"ENSDARG00000070512"
"trpc5a";"1";"trpc5";"transient receptor potential cation channel, subfamily C, member 5a [Source:ZFIN;Acc:ZDB-GENE-040812-1]";"10486093";"10620459";"-1";"protein_coding";"ENSDARG00000070504"
"zgc:174945";"1";"DKEY-31E10.2";"zgc:174945 [Source:ZFIN;Acc:ZDB-GENE-080204-80]";"10636064";"10640748";"-1";"protein_coding";"ENSDARG00000062057"
"si:dkey-31e10.1";"1";"DKEY-31E10.1";"si:dkey-31e10.1 [Source:ZFIN;Acc:ZDB-GENE-060503-356]";"10642322";"10647484";"-1";"protein_coding";"ENSDARG00000067992"
"si:dkey-31e10.5";"1";"DKEY-31E10.5";"si:dkey-31e10.5 [Source:ZFIN;Acc:ZDB-GENE-121214-76]";"10667447";"10669436";"-1";"protein_coding";"ENSDARG00000070502"
"zgc:103678";"1";"CH73-333O4.1";"zgc:103678 [Source:ZFIN;Acc:ZDB-GENE-040912-107]";"10683843";"10696603";"1";"protein_coding";"ENSDARG00000037679"
"atp1b1b";"1";"atp1b1b";"ATPase Na+/K+ transporting subunit beta 1b [Source:ZFIN;Acc:ZDB-GENE-001127-4]";"10720294";"10739221";"1";"protein_coding";"ENSDARG00000076833"
"cnga3b";"1";"CH73-222H13.2";"cyclic nucleotide gated channel subunit alpha 3b [Source:ZFIN;Acc:ZDB-GENE-090312-121]";"10771457";"10776547";"1";"protein_coding";"ENSDARG00000012297"
"si:ch73-222h13.1";"1";"CH73-222H13.1";"si:ch73-222h13.1 [Source:ZFIN;Acc:ZDB-GENE-090313-144]";"10783670";"10806625";"-1";"protein_coding";"ENSDARG00000087107"
"crfb15";"1";"CH73-222H13.4";"cytokine receptor family member B15 [Source:ZFIN;Acc:ZDB-GENE-071120-6]";"10809604";"10821584";"-1";"protein_coding";"ENSDARG00000099342"
"dmd";"1";"dmd";"dystrophin [Source:ZFIN;Acc:ZDB-GENE-010426-1]";"10824351";"11075405";"-1";"protein_coding";"ENSDARG00000008487"
"knl1";"1";"DKEY-9K8.1";"kinetochore scaffold 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5437]";"11086957";"11104805";"-1";"protein_coding";"ENSDARG00000070239"
"knstrn";"1";"DKEY-9K8.2";"kinetochore localized astrin (SPAG5) binding protein [Source:ZFIN;Acc:ZDB-GENE-081022-187]";"11107688";"11117930";"1";"protein_coding";"ENSDARG00000074379"
"sdk1b";"1";"RP71-86K19.1";"sidekick cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-090311-17]";"11124746";"11519934";"-1";"protein_coding";"ENSDARG00000062854"
"si:dkey-26i13.7";"1";"DKEY-26I13.7";"si:dkey-26i13.7 [Source:ZFIN;Acc:ZDB-GENE-090312-214]";"11595798";"11596829";"-1";"protein_coding";"ENSDARG00000092242"
"si:dkey-26i13.6";"1";"DKEY-26I13.6";"si:dkey-26i13.6 [Source:ZFIN;Acc:ZDB-GENE-090312-165]";"11606010";"11607062";"-1";"protein_coding";"ENSDARG00000092200"
"si:dkey-26i13.5";"1";"DKEY-26I13.5";"si:dkey-26i13.5 [Source:ZFIN;Acc:ZDB-GENE-090312-166]";"11615273";"11616295";"-1";"protein_coding";"ENSDARG00000093636"
"si:dkey-26i13.3";"1";"DKEY-26I13.3";"si:dkey-26i13.3 [Source:ZFIN;Acc:ZDB-GENE-090312-212]";"11626252";"11631634";"-1";"protein_coding";"ENSDARG00000095482"
"chst12b";"1";"DKEY-26I13.4";"carbohydrate (chondroitin 4) sulfotransferase 12b [Source:ZFIN;Acc:ZDB-GENE-090312-144]";"11641482";"11642513";"-1";"protein_coding";"ENSDARG00000094981"
"BX569798.1";"1";"NULL";"guanine nucleotide-binding protein subunit alpha-12-like [Source:NCBI gene;Acc:797518]";"11659861";"11668782";"1";"protein_coding";"ENSDARG00000037619"
"brat1";"1";"DKEY-26I13.1";"BRCA1-associated ATM activator 1 [Source:ZFIN;Acc:ZDB-GENE-060421-6989]";"11670879";"11689525";"-1";"protein_coding";"ENSDARG00000062585"
"eif3bb";"1";"DKEY-26I13.2";"eukaryotic translation initiation factor 3, subunit Bb [Source:ZFIN;Acc:ZDB-GENE-090312-175]";"11690360";"11707665";"1";"protein_coding";"ENSDARG00000074213"
"si:dkey-26i13.8";"1";"DKEY-26I13.8";"si:dkey-26i13.8 [Source:ZFIN;Acc:ZDB-GENE-090312-134]";"11711226";"11733130";"1";"protein_coding";"ENSDARG00000062606"
"chst12b";"1";"DKEY-26I13.10";"carbohydrate (chondroitin 4) sulfotransferase 12b [Source:ZFIN;Acc:ZDB-GENE-090312-144]";"11736420";"11737595";"1";"protein_coding";"ENSDARG00000077198"
"ttyh3b";"1";"DKEY-21J8.1";"tweety family member 3b [Source:ZFIN;Acc:ZDB-GENE-051120-105]";"11781544";"11850353";"-1";"protein_coding";"ENSDARG00000007678"
"iqce";"1";"DKEY-21J8.2";"IQ motif containing E [Source:ZFIN;Acc:ZDB-GENE-090312-217]";"11854710";"11878845";"-1";"protein_coding";"ENSDARG00000089930"
"snx8b";"1";"DKEY-58J15.9";"sorting nexin 8b [Source:ZFIN;Acc:ZDB-GENE-090313-317]";"11881559";"11900420";"1";"protein_coding";"ENSDARG00000078057"
"grk4";"1";"DKEY-58J15.3";"G protein-coupled receptor kinase 4 [Source:ZFIN;Acc:ZDB-GENE-060929-1198]";"11902579";"11973341";"-1";"protein_coding";"ENSDARG00000070448"
"tspan5b";"1";"DKEY-58J15.6";"tetraspanin 5b [Source:ZFIN;Acc:ZDB-GENE-041212-12]";"11977426";"11994710";"1";"protein_coding";"ENSDARG00000070449"
"slc24a2";"1";"DKEY-58J15.4";"solute carrier family 24 member 2 [Source:ZFIN;Acc:ZDB-GENE-060825-277]";"12009673";"12044390";"1";"protein_coding";"ENSDARG00000042988"
"si:dkey-58j15.11";"1";"DKEY-58J15.11";"si:dkey-58j15.11 [Source:ZFIN;Acc:ZDB-GENE-100922-27]";"12046544";"12048509";"1";"protein_coding";"ENSDARG00000096506"
"saraf";"1";"DKEY-58J15.7";"store-operated calcium entry-associated regulatory factor [Source:ZFIN;Acc:ZDB-GENE-060929-208]";"12049229";"12058439";"1";"protein_coding";"ENSDARG00000070452"
"pla2g12a";"1";"DKEY-58J15.5";"phospholipase A2, group XIIA [Source:ZFIN;Acc:ZDB-GENE-070410-18]";"12061284";"12064799";"-1";"protein_coding";"ENSDARG00000070454"
"si:dkey-58j15.10";"1";"DKEY-58J15.10";"si:dkey-58j15.10 [Source:ZFIN;Acc:ZDB-GENE-100922-196]";"12065156";"12068520";"-1";"protein_coding";"ENSDARG00000096515"
"xpa";"1";"DKEY-58J15.2";"xeroderma pigmentosum, complementation group A [Source:ZFIN;Acc:ZDB-GENE-040426-1205]";"12068800";"12097818";"1";"protein_coding";"ENSDARG00000038114"
"mttp";"1";"mtp";"microsomal triglyceride transfer protein [Source:ZFIN;Acc:ZDB-GENE-040419-2]";"12105901";"12126625";"-1";"protein_coding";"ENSDARG00000008637"
"spink4";"1";"spink4";"serine peptidase inhibitor, Kazal type 4 [Source:ZFIN;Acc:ZDB-GENE-130821-1]";"12135129";"12138612";"1";"protein_coding";"ENSDARG00000091609"
"b4galt1";"1";"b4galt1";"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-050417-236]";"12141876";"12161148";"-1";"protein_coding";"ENSDARG00000002634"
"stra6l";"1";"CH211-288H2.4";"STRA6-like [Source:ZFIN;Acc:ZDB-GENE-070410-116]";"12172322";"12193239";"1";"protein_coding";"ENSDARG00000062467"
"tdrd7a";"1";"tdrd7";"tudor domain containing 7 a [Source:ZFIN;Acc:ZDB-GENE-040426-2103]";"12195700";"12228116";"1";"protein_coding";"ENSDARG00000032808"
"tmod1";"1";"CH211-288H2.6";"tropomodulin 1 [Source:ZFIN;Acc:ZDB-GENE-090312-131]";"12231478";"12257979";"1";"protein_coding";"ENSDARG00000078318"
"cplx2l";"1";"cplx2l";"complexin 2, like [Source:ZFIN;Acc:ZDB-GENE-040718-160]";"12262980";"12278581";"-1";"protein_coding";"ENSDARG00000018997"
"gne";"1";"gne";"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:ZFIN;Acc:ZDB-GENE-040426-1848]";"12295142";"12334540";"1";"protein_coding";"ENSDARG00000099771"
"nansa";"1";"CH211-109N19.4";"N-acetylneuraminic acid synthase a [Source:ZFIN;Acc:ZDB-GENE-030131-1500]";"12335816";"12344792";"1";"protein_coding";"ENSDARG00000045620"
"clta";"1";"clta";"clathrin, light chain A [Source:ZFIN;Acc:ZDB-GENE-040426-1986]";"12348213";"12361930";"1";"protein_coding";"ENSDARG00000045618"
"sclt1";"1";"CH211-109N19.5";"sodium channel and clathrin linker 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3278]";"12364456";"12397258";"-1";"protein_coding";"ENSDARG00000057248"
"zgc:77739";"1";"CH211-109N19.1";"zgc:77739 [Source:ZFIN;Acc:ZDB-GENE-040426-1862]";"12394205";"12400783";"1";"protein_coding";"ENSDARG00000017985"
"pcdh10a";"1";"pcdh10a";"protocadherin 10a [Source:ZFIN;Acc:ZDB-GENE-020731-1]";"12763461";"12797410";"1";"protein_coding";"ENSDARG00000099729"
"si:dkey-5n7.2";"1";"DKEY-5N7.2";"si:dkey-5n7.2 [Source:ZFIN;Acc:ZDB-GENE-050420-254]";"13087797";"13089102";"1";"protein_coding";"ENSDARG00000102339"
"pcdh18a";"1";"NULL";"protocadherin 18a [Source:ZFIN;Acc:ZDB-GENE-000607-1]";"13260809";"13271569";"-1";"protein_coding";"ENSDARG00000089805"
"noctb";"1";"NULL";"nocturnin b [Source:ZFIN;Acc:ZDB-GENE-110930-4]";"13930625";"13952084";"1";"protein_coding";"ENSDARG00000078525"
"elf2b";"1";"NULL";"E74-like factor 2b (ets domain transcription factor) [Source:ZFIN;Acc:ZDB-GENE-031215-1]";"13957235";"13989643";"-1";"protein_coding";"ENSDARG00000079626"
"hpf1";"1";"NULL";"histone PARylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-740]";"14020445";"14026780";"1";"protein_coding";"ENSDARG00000057114"
"ank2a";"1";"NULL";"ankyrin 2a, neuronal [Source:ZFIN;Acc:ZDB-GENE-111215-3]";"14073891";"14158563";"1";"protein_coding";"ENSDARG00000009026"
"camk2d2";"1";"NULL";"calcium/calmodulin-dependent protein kinase (CaM kinase) II delta 2 [Source:ZFIN;Acc:ZDB-GENE-040718-277]";"14163506";"14234076";"-1";"protein_coding";"ENSDARG00000014273"
"cxcl8a";"1";"NULL";"chemokine (C-X-C motif) ligand 8a [Source:ZFIN;Acc:ZDB-GENE-081104-317]";"14253118";"14254166";"1";"protein_coding";"ENSDARG00000104795"
"pde5aa";"1";"NULL";"phosphodiesterase 5A, cGMP-specific, a [Source:ZFIN;Acc:ZDB-GENE-100414-2]";"14257158";"14258409";"-1";"protein_coding";"ENSDARG00000056806"
"ppp2r2ca";"1";"NULL";"protein phosphatase 2, regulatory subunit B, gamma a [Source:ZFIN;Acc:ZDB-GENE-051120-168]";"14283692";"14306838";"1";"protein_coding";"ENSDARG00000056797"
"wfs1a";"1";"NULL";"Wolfram syndrome 1a (wolframin) [Source:ZFIN;Acc:ZDB-GENE-080225-11]";"14313850";"14332283";"-1";"protein_coding";"ENSDARG00000062341"
"crmp1";"1";"NULL";"collapsin response mediator protein 1 [Source:ZFIN;Acc:ZDB-GENE-050720-1]";"14348399";"14364710";"1";"protein_coding";"ENSDARG00000056742"
"BX530018.1";"1";"NULL";"D(1) dopamine receptor-like [Source:NCBI gene;Acc:567498]";"14372680";"14373891";"1";"protein_coding";"ENSDARG00000037576"
"fip1l1b";"1";"NULL";"FIP1 like 1b (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-041010-138]";"14382584";"14404555";"1";"protein_coding";"ENSDARG00000070431"
"chic2";"1";"NULL";"cysteine-rich hydrophobic domain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-778]";"14406098";"14416435";"1";"protein_coding";"ENSDARG00000022690"
"BX530018.2";"1";"NULL";"OCIA domain-containing protein 1-like [Source:NCBI gene;Acc:553528]";"14417785";"14426804";"-1";"protein_coding";"ENSDARG00000056677"
"slc34a2a";"1";"NULL";"solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]";"14432434";"14442902";"1";"protein_coding";"ENSDARG00000012903"
"rbpja";"1";"NULL";"recombination signal binding protein for immunoglobulin kappa J region a [Source:ZFIN;Acc:ZDB-GENE-031117-1]";"14454663";"14464020";"1";"protein_coding";"ENSDARG00000003398"
"stim2a";"1";"NULL";"tromal interaction molecule 2a [Source:ZFIN;Acc:ZDB-GENE-130530-765]";"14466860";"14488074";"1";"protein_coding";"ENSDARG00000074867"
"si:dkey-194g4.1";"1";"DKEY-194G4.1";"si:dkey-194g4.1 [Source:ZFIN;Acc:ZDB-GENE-141215-40]";"14497458";"14506759";"-1";"protein_coding";"ENSDARG00000109597"
"CR847936.6";"1";"NULL";"NULL";"14522913";"14533611";"-1";"protein_coding";"ENSDARG00000110922"
"CR847936.1";"1";"NULL";"piggyBac transposable element-derived protein 4-like [Source:NCBI gene;Acc:100330143]";"14658801";"14660280";"1";"protein_coding";"ENSDARG00000039063"
"CU138548.5";"1";"NULL";"NULL";"14672440";"14694809";"-1";"protein_coding";"ENSDARG00000113383"
"pcdh7a";"1";"NULL";"protocadherin 7a [Source:ZFIN;Acc:ZDB-GENE-120206-1]";"15137901";"15203357";"1";"protein_coding";"ENSDARG00000078898"
"itln1";"1";"NULL";"intelectin 1 [Source:ZFIN;Acc:ZDB-GENE-060929-564]";"15204633";"15224338";"1";"protein_coding";"ENSDARG00000007534"
"hgsnat";"1";"NULL";"heparan-alpha-glucosaminide N-acetyltransferase [Source:ZFIN;Acc:ZDB-GENE-140106-144]";"15226268";"15257315";"1";"protein_coding";"ENSDARG00000077804"
"pi4k2b";"1";"NULL";"phosphatidylinositol 4-kinase type 2 beta [Source:ZFIN;Acc:ZDB-GENE-070112-990]";"15258641";"15285455";"1";"protein_coding";"ENSDARG00000013881"
"dlc1";"1";"NULL";"DLC1 Rho GTPase activating protein [Source:ZFIN;Acc:ZDB-GENE-130206-12]";"15293531";"15329277";"-1";"protein_coding";"ENSDARG00000079317"
"SGCZ";"1";"NULL";"sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]";"15623961";"15797663";"-1";"protein_coding";"ENSDARG00000106258"
"tusc3";"1";"tusc3";"tumor suppressor candidate 3 [Source:ZFIN;Acc:ZDB-GENE-050522-381]";"16073887";"16220235";"1";"protein_coding";"ENSDARG00000078854"
"fgf20a";"1";"fgf20a";"fibroblast growth factor 20a [Source:ZFIN;Acc:ZDB-GENE-060110-1]";"16393077";"16394814";"-1";"protein_coding";"ENSDARG00000007356"
"micu3a";"1";"efha2";"mitochondrial calcium uptake family, member 3a [Source:ZFIN;Acc:ZDB-GENE-070713-1]";"16396870";"16458257";"1";"protein_coding";"ENSDARG00000078599"
"vps37a";"1";"vps37a";"VPS37A subunit of ESCRT-I [Source:ZFIN;Acc:ZDB-GENE-030131-8312]";"16463079";"16480213";"1";"protein_coding";"ENSDARG00000017119"
"mtmr7b";"1";"mtmr7b";"myotubularin related protein 7b [Source:ZFIN;Acc:ZDB-GENE-050913-66]";"16484211";"16507812";"-1";"protein_coding";"ENSDARG00000070412"
"mtus1b";"1";"CH211-226M23.4";"microtubule associated tumor suppressor 1b [Source:ZFIN;Acc:ZDB-GENE-070619-5]";"16548733";"16619858";"1";"protein_coding";"ENSDARG00000034105"
"pcm1";"1";"pcm1";"pericentriolar material 1 [Source:ZFIN;Acc:ZDB-GENE-030131-428]";"16621345";"16654161";"1";"protein_coding";"ENSDARG00000062198"
"asah1b";"1";"asah1b";"N-acylsphingosine amidohydrolase (acid ceramidase) 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1512]";"16654254";"16665044";"-1";"protein_coding";"ENSDARG00000034817"
"frg1";"1";"DKEYP-88C1.2";"FSHD region gene 1 [Source:ZFIN;Acc:ZDB-GENE-050417-324]";"16673841";"16689023";"-1";"protein_coding";"ENSDARG00000056504"
"fat1a";"1";"fat";"FAT atypical cadherin 1a [Source:ZFIN;Acc:ZDB-GENE-050425-1]";"17376922";"17524922";"1";"protein_coding";"ENSDARG00000017591"
"casp3a";"1";"casp3";"caspase 3, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-011210-1]";"17527342";"17536307";"1";"protein_coding";"ENSDARG00000017905"
"acsl1a";"1";"DKEY-228C11.1";"acyl-CoA synthetase long chain family member 1a [Source:ZFIN;Acc:ZDB-GENE-050809-115]";"17537451";"17587552";"-1";"protein_coding";"ENSDARG00000030514"
